"Scale","Title","Brand","Number","Topic","Type","Price","Bought on","Bought at","Location","Room","Shelf","Box","Link"
"1:144","Mobile Suit Gundam the Witch from Mercury Multiuse 1","Bandai Spirits","2652658","The Witch from Mercury","Markings (Decals)","","","","","","","","https://www.scalemates.com/kits/--1477735"
"1:144","Tickbalang","Bandai Spirits","5065021","Tickbalang","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1447587"
"1:72","TIE Fighter","Bandai Spirits","5064104","TIE Fighter","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1570851"
"1:72","TIE Interceptor","Bandai Spirits","5065568","TIE Interceptor","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1463839"
"1:72","TIE Advanced x1","Bandai Spirits","5066146","TIE X-1","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1555569"
"1:12","Gale Hound","Kotobukiya","KP517","Titanomachia","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1510451"
"1:12","Strato Hound","Kotobukiya","KP516","Titanomachia","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1552410"
"No","VB-6 König Monster","Aoshima","ACKS MC-12","VB-6 König Monster","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1415206"
"No","VB-6 König Monster","Aoshima","AKCS MC-20","VB-6 König Monster","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1685402"
"1:72","VF-1S Valkyrie","Bandai","0153433","VF-1 Valkyrie","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1076688"
"1:100","VF-25G Messiah Valkyrie Michael Custom","Bandai Spirits","5074311","VF-25 Messiah","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1711344"
"1:100","VF-31E Siegfried (Chuck Mustang Use)","Bandai Spirits","5072546","VF-31 Siegfried","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1682978"
"1:144","Gundam G-Lucifer","Bandai Spirits","5057727","VGMM-Gf10 gundam G-Lucifer","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1305989"
"1:100","WD-M01 Turn A Gundam","Bandai Spirits","5063824","WD-M01 ∀ gundam","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1416942"
"1:144","Gundam Lfrith [Recirculation/Neon Pink]","Bandai Spirits","5064211","XGF-02 gundam Lfrith","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1449582"
"1:100","XM-X1 Crossbone Gundam X1 ""Ver.Ka""","Bandai Spirits","5064117","XM-X Crossbone gundam","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1438346"
"1:100","XM-X2 Crossbone Gundam X2 ""Ver.Ka""","Bandai","0183639","XM-X Crossbone gundam","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1131570"
"1:144","XM-X3 Crossbone Gundam X3","Bandai Spirits","5060948","XM-X Crossbone gundam","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1357313"
"1:100","XM-X3 Crossbone Gundam X3 ""Ver.Ka""","Bandai","0184913","XM-X Crossbone gundam","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1131569"
"1:144","Gundam Aerial [Recirculation Color/Neon Blue]","Bandai Spirits","5065796","XVX-016 gundam Aerial","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1541656"
"1:100","XXXG-00W0 Wing Gundam Zero EW Ver.Ka","Bandai Spirits","5060760","XXXG-00W0 Wing gundam Zero","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1318822"
"1:144","Expansion Effect Unit ""Seraphim Feather"" for Wing Gundam Zero EW","Bandai Spirits","5061974","XXXG-00W0 Wing gundam Zero","Detail and Conversion sets","","","","","","","","https://www.scalemates.com/kits/--1412271"
"1:144","XXXG-01D2 Gundam Deathscythe Hell","Bandai Spirits","5063278","XXXG-01D gundam Deathscythe","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1470792"
"1:144","XXXG-01H2 Gundam Heavyarms Custom","Bandai Spirits","5061250","XXXG-01H gundam heavyarms","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1408628"
"1:100","XXXG-01SR Gundam Sandrock EW (Armadillo Lizard)","Bandai Spirits","5068603","XXXG-01SR gundam Sandrock","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1750099"
"1:144","XXXG-01SR2 Gundam Sandrock Custom","Bandai Spirits","5061036","XXXG-01SR gundam Sandrock","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1356602"
"1:144","Wing Gundam [UKIYO-E Package Ver.]","Bandai Spirits","5072534","XXXG-01W Wing gundam","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1741282"
"1:144","XXXG-01W Wing Gundam","Bandai Spirits","5069160","XXXG-01W Wing gundam","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1621084"
"1:100","XXXG-01W Wing Gundam Ver.Ka","Bandai Spirits","5062839","XXXG-01W Wing gundam","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1421145"
"1:100","YF-29 Durandal Valkyrie (Alto Saotome use) Expansion Set","Bandai Spirits","5066012","YF-29","Detail and Conversion sets","","","","","","","","https://www.scalemates.com/kits/--1500518"
"1:144","Gundam G-Else","Bandai Spirits","5058927","YG-111 gundam G-Self","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1274944"
"1:144","YMS-03 Waff","Bandai Spirits","5059239","YMS-03 Waff","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1304013"
"1:144","YMS-07B-0 Prototype Gouf (Tactical Demonstrator)","Bandai Spirits","5057733","YMS-07 Gouf","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1303632"
"1:144","YMS-15 Gyan","Bandai Spirits","5059240","YMS-15 Gyan","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1508703"
"1:144","ZGMF-1000/A1 Gunner Zaku Warrier (Lunamaria Hawke Custom)","Bandai","0132134","ZGMF-1000 Zaku Warrior","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1126832"
"1:100","ZGMF-1000/A1 Gunner Zaku Warrior [Lunamaria Hawke Custom]","Bandai Spirits","5058184","ZGMF-1000 Zaku Warrior","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1221562"
"1:144","ZGMF-1001/M Blaze Zaku Phantom (Dearka Elthman Custom)","Bandai","0150663","ZGMF-1000 Zaku Warrior","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1126995"
"1:144","ZGMF-1001/M Blaze Zaku Phantom (Rey Za Burrel Custom)","Bandai","0134147","ZGMF-1000 Zaku Warrior","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1126838"
"1:100","Freedom Gundam Ver. 2.0","Bandai Spirits","5061611","ZGMF-X10A Freedom gundam","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1355427"
"1:144","ZGMF-X19A ∞ Justice Gundam","Bandai Spirits","5058930","ZGMF-X19A ∞ Justice gundam","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1286761"
"1:100","Strike Freedom Gundam","Bandai Spirits","5063368","ZGMF-X20A Strike Freedom gundam","Static model kits","","","","","","","","https://www.scalemates.com/kits/--1418638"
